"study_id","t1_response_id","t1_timestamp","consent","t1_duration_sec","LCU1_T1","LCU2_T1","LCU3_T1","LCU4_T1","LCU5_T1","LCU6_T1","SRL1_T1","SRL2_T1","SRL3_T1","SRL4_T1","SRL5_T1","SRL6_T1","LCU_T1_mean","SRL_T1_mean","t2_response_id","t2_timestamp","t2_duration_sec","SRL1_T2","SRL2_T2","SRL3_T2","SRL4_T2","SRL5_T2","SRL6_T2","SRL_T2_mean","midterm_score","final_score","midterm_status","final_status","grade_note","synthetic_flag","enrollment_status","exam_valid","section","analysis_complete","exclusion_reason"
"ALG26-107","T1R-0104","2026-04-28 17:44:25","동의함",296,4,4,4,4,5,5,4,3,3,3,4,4,4.33333333333333,3.5,"T2R-0099","2026-06-08 20:23:59",67,4,4,3,4,4,4,3.83333333333333,89,62,"응시","응시",,1,"수강",TRUE,"B",1,
"ALG26-108","T1R-0105","2026-04-29 11:53:08","동의함",241,5,5,4,4,5,4,5,5,5,4,4,5,4.5,4.66666666666667,"T2R-0100","2026-06-10 10:16:34",158,3,4,4,4,4,5,4,72.5,73,"응시","응시",,1,"수강",TRUE,"B",1,
"ALG26-109","T1R-0106","2026-04-27 10:47:33","동의함",109,5,5,4,4,5,5,4,4,4,2,3,2,4.66666666666667,3.16666666666667,"T2R-0101","2026-06-09 18:53:23",99,5,4,4,4,3,4,4,89.5,87,"응시","응시",,1,"수강",TRUE,"B",1,
"ALG26-111","T1R-0108","2026-04-27 20:13:53","동의함",104,2,3,2,3,2,4,3,3,3,2,3,4,2.66666666666667,3,"T2R-0102","2026-06-10 18:03:44",104,3,2,4,4,4,5,3.66666666666667,55,65,"응시","응시",,1,"수강",TRUE,"B",1,
"ALG26-112","T1R-0109","2026-04-29 12:03:27","동의함",211,2,2,3,3,4,4,3,3,5,3,5,4,3,3.83333333333333,"T2R-0103","2026-06-10 23:48:39",130,5,5,4,4,5,4,4.5,75.5,79.5,"응시","응시",,1,"수강",TRUE,"B",1,
"ALG26-114","T1R-0111","2026-04-28 14:40:44","동의함",249,3,4,3,3,4,4,4,3,5,4,4,4,3.5,4,"T2R-0104","2026-06-10 03:49:02",270,4,4,4,4,4,5,4.16666666666667,82,65.5,"응시","응시",,1,"수강",TRUE,"B",1,
"ALG26-115","T1R-0112","2026-04-29 17:00:19","동의함",368,3,4,3,3,4,3,2,3,2,4,2,3,3.33333333333333,2.66666666666667,"T2R-0105","2026-06-08 13:54:01",42,3,3,5,3,3,2,3.16666666666667,73.5,65.5,"응시","응시",,1,"수강",TRUE,"B",1,
"ALG26-116","T1R-0113","2026-05-01 00:43:54","동의함",228,4,4,3,3,3,3,2,3,4,4,3,2,3.33333333333333,3,"T2R-0106","2026-06-12 17:41:26",127,2,4,2,4,2,3,2.83333333333333,98,100,"응시","응시",,1,"수강",TRUE,"B",1,
"ALG26-118","T1R-0115","2026-04-30 16:26:21","동의함",187,2,3,4,3,4,3,1,4,2,1,3,2,3.16666666666667,2.16666666666667,"T2R-0107","2026-06-12 00:40:54",104,2,2,2,2,2,2,2,71.5,68,"응시","응시",,1,"수강",TRUE,"B",1,
"ALG26-120","T1R-0117","2026-04-28 13:50:30","동의함",258,4,3,4,3,3,3,3,4,4,5,4,3,3.33333333333333,3.83333333333333,"T2R-0109","2026-06-11 04:13:17",56,3,5,4,3,3,3,3.5,55.5,60.5,"응시","응시",,1,"수강",TRUE,"B",1,
"ALG26-122","T1R-0119","2026-04-28 07:34:49","동의함",196,4,4,4,4,4,4,4,4,5,3,3,4,4,3.83333333333333,"T2R-0111","2026-06-11 22:21:10",148,4,5,5,4,3,4,4.16666666666667,72.5,60,"응시","응시",,1,"수강",TRUE,"B",1,
"ALG26-124","T1R-0120","2026-04-28 03:08:10","동의함",123,2,2,3,2,2,2,2,2,2,1,2,2,2.16666666666667,1.83333333333333,"T2R-0112","2026-06-11 00:31:20",80,1,2,1,2,2,1,1.5,60,45.5,"응시","응시",,1,"수강",TRUE,"B",1,
"ALG26-125","T1R-0121","2026-05-01 04:59:33","동의함",150,5,5,3,4,4,4,3,3,3,2,3,3,4.16666666666667,2.83333333333333,"T2R-0113","2026-06-11 21:15:03",45,4,4,4,4,4,4,4,91.5,100,"응시","응시",,1,"수강",TRUE,"B",1,
"ALG26-126","T1R-0122","2026-04-29 10:52:42","동의함",84,4,5,4,3,5,5,4,3,3,2,4,3,4.33333333333333,3.16666666666667,"T2R-0114","2026-06-09 04:35:38",92,3,3,2,4,3,4,3.16666666666667,50.5,62,"응시","응시",,1,"수강",TRUE,"B",1,
"ALG26-127","T1R-0123","2026-05-01 22:41:35","동의함",314,3,3,3,2,2,3,4,5,5,4,4,4,2.66666666666667,4.33333333333333,"T2R-0115","2026-06-11 15:11:58",111,4,5,5,4,4,4,4.33333333333333,86,95,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-128","T1R-0124","2026-04-30 05:17:21","동의함",159,5,4,3,4,4,3,5,5,4,4,5,4,3.83333333333333,4.5,"T2R-0116","2026-06-11 03:40:37",120,3,4,4,5,4,4,4,75,86.5,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-129","T1R-0125","2026-04-27 22:13:16","동의함",123,3,3,3,3,4,2,4,5,4,4,4,3,3,4,"T2R-0117","2026-06-12 12:38:04",118,5,3,5,4,4,5,4.33333333333333,67,66.5,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-130","T1R-0126","2026-04-27 18:27:33","동의함",209,4,3,5,2,3,2,4,2,4,2,4,2,3.16666666666667,3,"T2R-0118","2026-06-10 11:31:19",192,3,2,2,3,4,2,2.66666666666667,75.5,58.5,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-131","T1R-0127","2026-05-01 21:02:10","동의함",130,5,5,4,5,3,3,4,4,4,3,4,4,4.16666666666667,3.83333333333333,"T2R-0119","2026-06-12 13:11:09",101,4,3,3,4,4,4,3.66666666666667,60,70,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-133","T1R-0129","2026-04-29 19:12:21","동의함",117,4,4,4,5,5,4,4,4,3,4,4,4,4.33333333333333,3.83333333333333,"T2R-0120","2026-06-10 05:52:29",95,5,5,4,4,4,5,4.5,76,61,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-134","T1R-0130","2026-05-01 21:42:02","동의함",119,3,4,2,4,2,2,4,3,3,3,3,2,2.83333333333333,3,"T2R-0121","2026-06-08 16:14:14",100,4,4,4,4,3,4,3.83333333333333,55,49.5,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-135","T1R-0131","2026-04-27 12:48:45","동의함",87,4,4,4,4,4,4,4,3,4,4,4,3,4,3.66666666666667,"T2R-0122","2026-06-10 20:16:01",99,4,5,5,3,4,5,4.33333333333333,50,65,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-136","T1R-0132","2026-04-27 23:04:23","동의함",334,3,3,4,4,4,3,4,3,4,4,3,3,3.5,3.5,"T2R-0123","2026-06-08 21:57:33",109,2,3,3,3,4,1,2.66666666666667,72,65,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-137","T1R-0133","2026-04-30 07:14:11","동의함",179,2,2,2,2,3,1,3,4,3,2,4,4,2,3.33333333333333,"T2R-0124","2026-06-09 13:23:32",154,4,3,3,4,4,4,3.66666666666667,61.5,66,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-138","T1R-0134","2026-04-28 14:12:57","동의함",175,2,3,3,4,4,3,2,3,3,5,3,5,3.16666666666667,3.5,"T2R-0125","2026-06-11 23:21:00",99,3,3,4,3,4,4,3.5,80.5,73.5,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-139","T1R-0135","2026-05-01 14:03:04","동의함",190,3,2,4,4,4,4,2,1,2,3,2,4,3.5,2.33333333333333,"T2R-0126","2026-06-09 16:27:46",76,3,2,2,4,3,3,2.83333333333333,73,72.5,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-140","T1R-0136","2026-04-27 16:11:30","동의함",131,4,4,3,4,3,3,2,3,3,3,2,4,3.5,2.83333333333333,"T2R-0127","2026-06-09 03:34:34",65,4,2,3,4,2,2,2.83333333333333,57,44,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-141","T1R-0137","2026-04-28 02:23:48","동의함",98,3,2,4,4,4,3,2,4,3,5,5,4,3.33333333333333,3.83333333333333,"T2R-0128","2026-06-08 10:35:19",110,3,2,2,3,3,4,2.83333333333333,90.5,81,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-142","T1R-0138","2026-04-30 20:44:41","동의함",287,2,3,2,3,2,2,2,3,2,2,2,2,2.33333333333333,2.16666666666667,"T2R-0129","2026-06-12 00:21:01",289,3,4,2,2,2,2,2.5,65,49,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-143","T1R-0139","2026-04-30 18:29:17","동의함",90,2,3,3,2,2,3,2,4,3,4,3,3,2.5,3.16666666666667,"T2R-0130","2026-06-12 07:03:32",102,4,4,4,2,4,5,3.83333333333333,73.5,76,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-144","T1R-0140","2026-04-28 15:00:40","동의함",394,3,3,4,2,3,4,4,3,4,2,2,2,3.16666666666667,2.83333333333333,"T2R-0131","2026-06-08 16:20:26",134,4,3,4,4,5,2,3.66666666666667,71,73,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-145","T1R-0141","2026-05-01 15:22:38","동의함",114,4,4,4,4,3,4,2,3,3,3,2,2,3.83333333333333,2.5,"T2R-0132","2026-06-12 13:46:12",78,4,4,3,4,4,4,3.83333333333333,76.5,69.5,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-146","T1R-0142","2026-04-30 06:13:18","동의함",127,4,3,3,4,4,3,4,5,4,3,3,3,3.5,3.66666666666667,"T2R-0133","2026-06-10 03:07:52",48,2,4,2,3,2,4,2.83333333333333,81,58,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-147","T1R-0143","2026-04-29 00:40:17","동의함",266,5,5,5,5,5,5,5,5,5,5,4,4,5,4.66666666666667,"T2R-0134","2026-06-09 02:13:05",134,5,5,5,5,5,4,4.83333333333333,81,97,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-148","T1R-0144","2026-04-28 22:55:22","동의함",227,4,4,4,3,3,4,5,4,4,4,4,5,3.66666666666667,4.33333333333333,"T2R-0135","2026-06-09 02:28:17",190,4,3,3,4,3,4,3.5,75.5,76.5,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-149","T1R-0145","2026-04-30 21:20:10","동의함",82,4,4,3,4,3,4,1,2,4,2,4,3,3.66666666666667,2.66666666666667,"T2R-0136","2026-06-08 14:07:14",56,5,3,4,3,3,3,3.5,81.5,86,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-150","T1R-0146","2026-04-29 01:21:43","동의함",142,3,3,3,2,3,3,2,4,3,2,2,1,2.83333333333333,2.33333333333333,"T2R-0137","2026-06-10 00:43:34",172,1,3,3,2,2,1,2,67.5,65,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-151","T1R-0147","2026-05-01 08:30:00","동의함",138,4,3,3,3,3,3,4,3,2,3,2,3,3.16666666666667,2.83333333333333,"T2R-0138","2026-06-12 07:27:02",77,3,3,4,3,3,2,3,66.5,56,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-152","T1R-0148","2026-04-29 07:35:59","동의함",181,4,3,2,3,3,3,4,4,3,4,3,5,3,3.83333333333333,"T2R-0139","2026-06-08 09:15:37",123,4,5,4,3,4,3,3.83333333333333,70,53.5,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-153","T1R-0149","2026-05-01 09:58:21","동의함",108,5,4,4,4,4,4,4,4,4,4,4,4,4.16666666666667,4,"T2R-0140","2026-06-08 11:58:18",77,3,4,4,3,5,4,3.83333333333333,70.5,73,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-154","T1R-0150","2026-04-27 13:10:44","동의함",81,2,2,3,2,4,2,5,4,5,3,4,4,2.5,4.16666666666667,"T2R-0141","2026-06-09 11:36:29",111,5,4,4,5,4,3,4.16666666666667,84,73,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-155","T1R-0151","2026-04-28 14:58:51","동의함",186,1,3,1,3,1,3,3,3,4,5,4,3,2,3.66666666666667,"T2R-0142","2026-06-11 11:23:04",162,2,3,3,4,2,3,2.83333333333333,74.5,86,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-156","T1R-0152","2026-04-30 18:30:21","동의함",369,3,2,3,4,3,3,2,2,2,2,2,3,3,2.16666666666667,"T2R-0143","2026-06-12 22:59:22",36,1,3,4,3,2,2,2.5,98,98,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-157","T1R-0153","2026-04-27 17:22:08","동의함",87,3,3,2,3,3,3,3,3,2,2,3,2,2.83333333333333,2.5,"T2R-0144","2026-06-12 18:52:59",101,2,3,3,2,3,3,2.66666666666667,69.5,65,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-158","T1R-0154","2026-04-28 17:50:36","동의함",110,5,4,5,5,4,5,3,5,5,4,3,5,4.66666666666667,4.16666666666667,"T2R-0145","2026-06-11 21:56:44",100,3,4,5,5,3,4,4,56,71.5,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-159","T1R-0155","2026-04-28 21:46:00","동의함",143,3,4,4,4,4,4,3,2,2,4,2,2,3.83333333333333,2.5,"T2R-0146","2026-06-09 00:57:56",124,4,3,2,3,1,3,2.66666666666667,61,58,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-160","T1R-0156","2026-05-01 17:30:12","동의함",190,4,4,4,4,4,4,4,4,4,4,3,4,4,3.83333333333333,"T2R-0147","2026-06-10 03:47:43",113,5,4,5,4,3,5,4.33333333333333,67,88,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-161","T1R-0157","2026-04-27 23:49:24","동의함",255,3,3,4,3,3,4,4,3,3,4,4,3,3.33333333333333,3.5,"T2R-0148","2026-06-08 09:09:49",214,2,3,3,4,5,2,3.16666666666667,68,61,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-162","T1R-0158","2026-04-28 02:47:50","동의함",237,4,4,4,4,4,2,3,4,3,2,3,5,3.66666666666667,3.33333333333333,"T2R-0149","2026-06-08 16:12:58",72,5,5,4,5,3,4,4.33333333333333,79,87,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-163","T1R-0159","2026-04-29 22:31:58","동의함",218,2,2,2,4,3,3,2,3,2,3,1,3,2.66666666666667,2.33333333333333,"T2R-0150","2026-06-09 21:46:33",75,2,1,3,3,2,3,2.33333333333333,83,67.5,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-165","T1R-0161","2026-04-27 10:14:44","동의함",254,3,3,3,3,2,4,1,3,1,2,3,4,3,2.33333333333333,"T2R-0151","2026-06-09 08:38:55",87,2,3,3,3,2,2,2.5,63,72.5,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-166","T1R-0162","2026-04-27 13:40:17","동의함",163,4,4,4,3,4,4,5,4,4,4,5,5,3.83333333333333,4.5,"T2R-0152","2026-06-12 14:56:20",78,5,5,3,4,5,3,4.16666666666667,77.5,80,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-167","T1R-0163","2026-04-30 17:07:27","동의함",86,2,2,3,4,2,3,5,3,4,4,2,3,2.66666666666667,3.5,"T2R-0153","2026-06-10 03:43:53",77,3,3,2,3,3,4,3,56,87.5,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-168","T1R-0164","2026-04-29 08:18:23","동의함",262,3,4,4,4,4,5,2,2,3,3,2,3,4,2.5,"T2R-0154","2026-06-11 17:28:57",199,4,3,2,3,4,4,3.33333333333333,70,66,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-169","T1R-0165","2026-04-29 17:24:19","동의함",113,3,3,3,2,5,3,3,4,2,3,3,3,3.16666666666667,3,"T2R-0155","2026-06-09 01:42:35",58,4,2,2,3,2,4,2.83333333333333,53.5,60,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-170","T1R-0166","2026-05-01 06:18:51","동의함",169,4,4,4,4,4,3,4,3,3,2,2,3,3.83333333333333,2.83333333333333,"T2R-0156","2026-06-11 15:00:34",67,3,4,3,4,5,3,3.66666666666667,66,57.5,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-173","T1R-0169","2026-04-28 02:19:14","동의함",112,4,4,2,3,4,3,4,3,2,4,4,2,3.33333333333333,3.16666666666667,"T2R-0157","2026-06-12 21:32:32",106,3,3,4,4,3,3,3.33333333333333,66.5,71.5,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-174","T1R-0170","2026-04-29 13:27:10","동의함",258,2,2,2,2,2,2,3,4,3,3,2,4,2,3.16666666666667,"T2R-0158","2026-06-12 20:17:36",207,4,5,3,4,4,4,4,69.5,77.5,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-175","T1R-0171","2026-04-28 18:21:56","동의함",199,3,4,4,4,4,3,3,3,3,4,4,4,3.66666666666667,3.5,"T2R-0159","2026-06-12 01:55:46",167,3,3,4,5,3,3,3.5,59,67,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-177","T1R-0172","2026-04-29 05:49:57","동의함",122,2,2,4,1,3,3,3,5,5,4,3,5,2.5,4.16666666666667,"T2R-0160","2026-06-09 10:09:00",80,2,4,3,3,4,3,3.16666666666667,77,81,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-178","T1R-0173","2026-05-01 03:04:41","동의함",255,4,4,4,4,5,4,3,2,4,4,4,4,4.16666666666667,3.5,"T2R-0161","2026-06-09 16:46:01",73,4,2,3,4,4,5,3.66666666666667,88.5,98.5,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-179","T1R-0174","2026-04-28 13:10:01","동의함",219,2,2,2,3,2,3,3,4,2,4,4,2,2.33333333333333,3.16666666666667,"T2R-0162","2026-06-08 14:02:28",165,2,4,4,3,3,1,2.83333333333333,75.5,73,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-180","T1R-0175","2026-04-30 09:09:25","동의함",226,3,3,2,3,2,2,3,1,4,3,3,2,2.5,2.66666666666667,"T2R-0163","2026-06-08 18:03:21",86,4,2,3,3,4,2,3,39,37,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-181","T1R-0176","2026-04-27 18:58:08","동의함",103,3,3,5,4,3,4,4,4,3,3,5,4,3.66666666666667,3.83333333333333,"T2R-0164","2026-06-11 07:12:08",95,4,3,3,4,3,4,3.5,66,67.5,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-182","T1R-0177","2026-04-30 11:23:59","동의함",97,4,3,3,4,3,5,5,4,4,3,5,4,3.66666666666667,4.16666666666667,"T2R-0165","2026-06-08 14:34:15",207,4,4,5,4,5,4,4.33333333333333,63,93,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-183","T1R-0178","2026-04-30 01:14:49","동의함",196,2,2,3,3,4,3,2,2,2,3,2,2,2.83333333333333,2.16666666666667,"T2R-0166","2026-06-09 04:54:51",86,5,4,3,2,4,4,3.66666666666667,50,56.5,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-184","T1R-0179","2026-04-30 18:41:35","동의함",287,3,3,3,3,5,4,1,2,3,3,3,2,3.5,2.33333333333333,"T2R-0167","2026-06-11 14:27:48",31,4,4,3,3,2,3,3.16666666666667,31.5,55.5,"응시","응시",,1,"수강",TRUE,"C",1,
"ALG26-185","T1R-0180","2026-04-27 14:00:09","동의함",222,3,2,3,4,4,3,2,4,4,3,3,4,3.16666666666667,3.33333333333333,"T2R-0168","2026-06-11 07:07:52",59,2,4,2,2,3,3,2.66666666666667,58,61,"응시","응시",,1,"수강",TRUE,"C",1,
